timestamp,humidity,temperature,co2
2019-12-11 10:30:00,46.3,,832.0
2019-12-11 10:45:00,46.225,,825.5
2019-12-11 11:00:00,46.11249999999999,,815.75
2019-12-11 11:15:00,46.01875,,807.625
2019-12-11 11:30:00,,,
2019-12-11 11:45:00,,,
2019-12-11 12:00:00,,,
2019-12-11 12:15:00,,,
2019-12-11 12:30:00,46.0,,806.0
2019-12-11 12:45:00,,,
2019-12-11 13:00:00,,,
2019-12-11 13:15:00,,,
2019-12-11 13:30:00,,,
2019-12-11 13:45:00,,,
2019-12-11 14:00:00,,,1101.5
2019-12-11 14:15:00,,,1091.0
2019-12-11 14:30:00,35.3,23.18,1080.5
2019-12-11 14:45:00,35.25,23.094998500000003,1098.75
2019-12-11 15:00:00,35.175000000000004,22.96749625,1131.375
2019-12-11 15:15:00,35.09166666666666,22.8399945,1152.4166666666667
2019-12-11 15:30:00,34.949999999999996,22.71249625,1092.375
2019-12-11 15:45:00,34.800000000000004,22.5849985,1020.75
2019-12-11 16:00:00,34.8375,22.43624975,991.0
2019-12-11 16:15:00,35.25,22.244998999999996,1045.0
2019-12-11 16:30:00,35.6625,22.05374825,1099.0
2019-12-11 16:45:00,36.199999999999996,22.0325,1163.875
2019-12-11 17:00:00,36.800000000000004,22.096253,
2019-12-11 17:15:00,37.23333333333333,22.152922333333333,
2019-12-11 17:30:00,36.5,22.160006,1191.0
2019-12-11 17:45:00,35.6,22.160006,1103.0
2019-12-11 18:00:00,34.8125,22.160006,989.375
2019-12-11 18:15:00,34.25,22.160006,912.5
2019-12-11 18:30:00,33.6875,22.160006,835.625
2019-12-11 18:45:00,33.6,22.160006,822.5
2019-12-11 19:00:00,33.75,22.160006,841.25
2019-12-11 19:15:00,33.854166666666664,22.160006,860.5833333333334
2019-12-11 19:30:00,33.6375,22.160006,884.0
2019-12-11 19:45:00,33.375,22.160006,908.0
2019-12-11 20:00:00,33.112500000000004,22.181255500000002,911.0
2019-12-11 20:15:00,32.85,22.245003999999998,872.0
2019-12-11 20:30:00,32.5875,22.308752499999997,833.0
2019-12-11 20:45:00,32.325,22.330001999999997,820.0
2019-12-11 21:00:00,32.0625,22.330001999999997,820.0
2019-12-11 21:15:00,31.8,22.322918833333333,814.9583333333334
2019-12-11 21:30:00,31.537499999999998,22.266253500000005,774.625
2019-12-11 21:45:00,31.275000000000002,22.202505000000002,729.25
2019-12-11 22:00:00,31.075,22.160006,699.625
2019-12-11 22:15:00,31.0,22.160006,701.5
2019-12-11 22:30:00,30.925,22.160006,703.375
2019-12-11 22:45:00,31.2,22.160006,730.5
2019-12-11 23:00:00,31.650000000000002,22.160006,770.25
2019-12-11 23:15:00,32.0,22.167089166666667,801.75
2019-12-11 23:30:00,31.650000000000002,22.223754500000002,775.5
2019-12-11 23:45:00,31.2,22.287503,741.0
2019-12-12 00:00:00,30.849999999999998,22.330001999999997,713.375
2019-12-12 00:15:00,30.7,22.330001999999997,699.5
2019-12-12 00:30:00,30.55,22.330001999999997,685.625
2019-12-12 00:45:00,30.375,22.3725015,685.75
2019-12-12 01:00:00,30.1875,22.43625075,692.875
2019-12-12 01:15:00,30.020833333333332,22.492916750000003,697.5
2019-12-12 01:30:00,30.0,22.5,684.625
