timestamp,humidity,temperature,co2,pm10,pm25,pm01,tvoc
2019-12-11 14:00:00,43.8568,21.5437381611,,,,,0.0
2019-12-11 14:15:00,41.030100000000004,21.5437381611,915.5,,,,0.0
2019-12-11 14:30:00,38.5721,21.60344677406667,888.6666666666666,0.0,0.0,0.0,0.6666666666666666
2019-12-11 14:45:00,37.9576,21.722864,886.6666666666666,0.0,0.0,0.0,0.0
2019-12-11 15:00:00,37.42503333333334,21.901993,910.3333333333334,0.0,0.0,0.0,6.333333333333333
2019-12-11 15:15:00,37.056333333333335,21.782573666666668,888.6666666666666,0.0,0.0,0.0,0.6666666666666666
2019-12-11 15:30:00,36.7286,21.722864,871.3333333333334,0.0,0.0,0.0,2.3333333333333335
2019-12-11 15:45:00,36.68763333333333,21.722864,876.0,0.0,0.0,0.0,0.0
2019-12-11 16:00:00,36.64666666666667,21.722864,887.0,0.0,0.0,0.0,0.3333333333333333
2019-12-11 16:15:00,36.7286,21.66315538703333,941.6666666666666,0.0,0.0,0.0,0.0
2019-12-11 16:30:00,37.7118,21.722864,1038.0,0.0,0.0,0.0,3.3333333333333335
2019-12-11 16:45:00,38.16243333333333,21.722864,1032.5,0.0,0.0,0.0,0.0
2019-12-11 17:00:00,38.77693333333334,21.901993,1008.5,0.0,0.0,0.0,0.0
2019-12-11 17:15:00,37.2202,22.200542738266666,898.6666666666666,0.0,0.0,0.0,1.0
2019-12-11 17:30:00,35.048966666666665,22.260254161100004,802.0,0.0,0.0,0.0,1.6666666666666667
2019-12-11 17:45:00,33.94286666666667,22.323477214800004,789.3333333333334,0.0,0.0,0.0,13.0
2019-12-11 18:00:00,33.36933333333334,22.449923322200004,754.6666666666666,0.0,0.0,0.0,4.0
2019-12-11 18:15:00,33.36933333333334,22.449923322200004,736.0,,,,17.666666666666668
2019-12-11 18:30:00,33.5332,22.449923322200004,772.3333333333334,,,,9.0
2019-12-11 18:45:00,33.6561,22.6290481074,786.3333333333334,0.0,0.0,0.0,19.333333333333332
2019-12-11 19:00:00,33.57416666666666,22.6290481074,766.3333333333334,0.0,0.0,0.0,20.0
2019-12-11 19:15:00,34.393499999999996,22.50963158393333,845.0,0.0,0.0,0.0,12.666666666666666
2019-12-11 19:30:00,35.008,22.569339845666665,884.0,0.0,0.0,0.0,13.666666666666666
2019-12-11 19:45:00,35.868300000000005,22.6290481074,978.0,0.0,0.0,0.0,14.333333333333334
2019-12-11 20:00:00,35.171866666666666,22.688757071599998,938.5,0.0,0.0,0.0,8.666666666666666
2019-12-11 20:15:00,34.1477,22.748466035799996,877.3333333333334,0.0,0.0,0.0,15.0
2019-12-11 20:30:00,34.82365,22.6290481074,928.5,0.0,0.0,0.0,19.5
2019-12-11 20:45:00,35.21283333333333,22.6290481074,1007.0,0.0,0.0,0.0,11.333333333333334
2019-12-11 21:00:00,35.2538,22.449923322200004,992.6666666666666,0.0,0.0,0.0,23.0
2019-12-11 21:15:00,33.901900000000005,22.569339845666665,855.3333333333334,0.0,0.0,0.0,11.0
2019-12-11 21:30:00,31.8126,22.6290481074,687.0,0.0,0.0,0.0,15.0
2019-12-11 21:45:00,31.5668,22.6290481074,660.3333333333334,0.0,0.0,0.0,4.666666666666667
2019-12-11 22:00:00,31.4439,22.6290481074,670.0,,,,7.666666666666667
2019-12-11 22:15:00,31.4439,22.6290481074,655.3333333333334,0.0,0.0,0.0,7.0
2019-12-11 22:30:00,31.607766666666667,22.6290481074,694.6666666666666,0.0,0.0,0.0,5.666666666666667
2019-12-11 22:45:00,32.26323333333334,22.6290481074,756.3333333333334,0.0,0.0,0.0,19.333333333333332
2019-12-11 23:00:00,32.09936666666667,22.6290481074,730.6666666666666,0.0,0.0,0.0,36.666666666666664
2019-12-11 23:15:00,32.63193333333333,22.509631583933338,736.0,0.0,0.0,0.0,45.666666666666664
2019-12-11 23:30:00,32.87773333333333,22.260254161100004,696.0,0.0,0.0,0.0,31.333333333333332
2019-12-11 23:45:00,33.00063333333333,22.0811198926,689.6666666666666,,,,41.666666666666664
2019-12-12 00:00:00,32.95966666666667,21.961701964200003,617.6666666666666,0.0,0.0,0.0,26.666666666666668
2019-12-12 00:15:00,32.95966666666667,21.901993,575.3333333333334,0.0,0.0,0.0,13.666666666666666
2019-12-12 00:30:00,32.87773333333333,21.722864,541.6666666666666,0.0,0.0,0.0,13.333333333333334
2019-12-12 00:45:00,32.95966666666667,21.722864,548.6666666666666,0.0,0.0,0.0,7.333333333333333
2019-12-12 01:00:00,32.9187,21.722864,529.0,0.0,0.0,0.0,20.666666666666668
2019-12-12 01:15:00,32.75483333333333,21.722864,522.3333333333334,0.0,0.0,0.0,15.0
2019-12-12 01:30:00,32.6729,21.5437381611,534.0,0.0,0.0,0.0,10.333333333333334
2019-12-12 01:45:00,32.6729,21.5437381611,518.0,0.0,0.0,0.0,13.666666666666666
2019-12-12 02:00:00,32.6729,21.5437381611,520.3333333333334,0.0,0.0,0.0,8.0
2019-12-12 02:15:00,31.89453333333333,21.842283333333338,506.6666666666667,0.0,0.0,0.0,0.0
2019-12-12 02:30:00,31.9355,22.0811198926,550.3333333333334,0.0,0.0,0.0,0.0
2019-12-12 02:45:00,31.77163333333333,22.260254161100004,563.3333333333334,0.0,0.0,0.0,3.3333333333333335
2019-12-12 03:00:00,31.6897,22.323477214800004,586.0,0.0,0.0,0.0,0.3333333333333333
2019-12-12 03:15:00,31.525833333333335,22.449923322200004,592.3333333333334,0.0,0.0,0.0,0.0
